# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, HMP, HEP, IDA, IGI, ISO, IGC, NAS, HGI, IPI, IEP, ISA, RCA, IC, HDA
# associations retrieved on: 2021-09-21 13:58:58-04
# gofunc built on: 2018-02-21 10:04:34.764444-05
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 2018-02-02 $
#   downloaded on: 2018-02-14 09:47:34-05
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201512-termdb-tables.tar.gz
#   downloaded on: 2015-12-22 05:43:21-05
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2015-11-17 14:24:21.26681-05
#     synergizer db built from: Ensembl Genes 82 / Metazoa Mart / Plant Mart
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 6330
# number of attributes: 14778
# NOTE: these associations have been restricted to the genes included
# in the user-supplied gene space.
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
GO:0000002	mitochondrial genome maintenance	AKT3 OPA1
GO:0043412	macromolecule modification	AARS ABHD12 ABHD13 ABHD17B ABHD17C ABI1 ABL1 ABL2 ACP1 ACTL6A ACVR1B ACVR2B ADAM10 ADAR ADH5 ADM2 ADPRH AGTPBP1 AKT1 AKT2 AKT3 ALG1 ALG2 ALKBH1 ALKBH2 ALKBH5 AMFR ANAPC1 ANAPC10 ANAPC11 ANAPC16 ANAPC2 ANAPC4 ANAPC5 ANAPC7 APBB1 APEX1 ARAF AREL1 ARID4A ARID4B ARIH1 ARL6 ARRDC1 ASCC3 ASH1L ASH2L ASPH ASXL1 ASZ1 ATAT1 ATE1 ATF7IP ATG16L1 ATG3 ATG4B ATG5 ATG7 ATP7A ATR ATXN3 ATXN7 AURKA AURKC AXIN1 B3GALNT2 B3GNT2 B3GNT4 BABAM1 BAG6 BAP1 BARD1 BAZ1B BAZ2A BCR BFAR BIRC5 BIRC6 BMI1 BMP2K BMPR1A BMPR1B BMPR2 BRAF BRAP BRCA1 BRCA2 BRCC3 BRD1 BRD4 BRD8 BRPF3 BRSK2 BTK BTRC BUB1 BUB1B C1GALT1C1 CAB39 CAMK1D CAMK2G CAMKMT CAND1 CASK CBL CCNA2 CCNB1 CCNC CCNE1 CCNF CCNT1 CDC16 CDC25A CDC26 CDC27 CDC34 CDC42BPA CDC42BPB CDC7 CDC73 CDK1 CDK11B CDK12 CDK13 CDK16 CDK20 CDK5 CDK5RAP1 CDK7 CDK8 CDK9 CDKAL1 CDKL5 CFAP20 CFL1 CHD5 CHEK1 CHFR CIT CLK1 CLK2 CLK3 CLOCK CLSPN CMTR2 CNOT4 COG3 COPRS COPS3 COPS4 COPS5 COPS6 COPS7A COPS8 COX10 CRBN CREBBP CRY1 CSK CSNK1A1 CSNK1D CSNK1E CSNK1G2 CSNK1G3 CSNK2A1 CSNK2A2 CSNK2B CTCF CTDP1 CTDSPL2 CTH CTR9 CTSH CTTNBP2NL CUL1 CUL3 CUL4A CUL4B CUL5 CWC27 CXXC1 DAPK3 DCLK2 DCLK3 DDB1 DDB2 DDOST DDR1 DDR2 DDX4 DERL3 DGUOK DKC1 DMAP1 DNAJB11 DNMT1 DNMT3A DNMT3B DNMT3L DOT1L DPM2 DPY30 DTL DUSP1 DUSP10 DUSP12 DUSP14 DUSP19 DUSP23 DUSP7 DYRK1A DYRK1B DZIP3 EDEM1 EDEM2 EED EEF2K EGF EGFR EGLN1 EHMT1 EIF2A EIF2AK1 EIF2AK4 EIF2S1 ELK4 ELP2 ELP3 ELP4 ELP5 ENY2 EP300 EP400 EPC1 EPHA3 EPHA4 EPHB4 EPHB6 ERN1 ESCO1 ESCO2 ETF1 EXOSC3 EXOSC4 EXT1 EXT2 EXTL3 EYA1 EYA3 EZH1 EZH2 FAM98A FAM98B FBL FBXL14 FBXL3 FBXL5 FBXO10 FBXO11 FBXO25 FBXO7 FBXO9 FBXW11 FBXW5 FBXW8 FEM1B FER FGF8 FGFR1 FGFR2 FKBP1A FKBP5 FNTA FNTB FTSJ3 FUT11 FUT8 FYN GALNT1 GALNT11 GALNT3 GAPDH GAR1 GAS6 GGTA1 GLRX5 GNAS GOLGA2 GOLGA7 GPS1 GPX1 GSK3A GSPT1 GUCY2C GUCY2E GXYLT1 HACE1 HAT1 HCFC1 HDAC2 HDAC3 HDAC4 HDAC6 HDAC8 HECTD1 HELLS HENMT1 HERC2 HIF1AN HIPK2 HSF1 HSPA8 HSPA9 HUS1 HUWE1 ICMT IGF1R IKBKB ILF3 ING3 ING5 IQGAP3 ITCH JADE2 JAK1 JAK2 JMJD6 KALRN KANSL1 KANSL2 KANSL3 KARS KAT2A KAT5 KAT6A KAT6B KAT7 KAT8 KBTBD8 KCMF1 KCTD13 KDM1A KDM1B KDM2A KDM2B KDM4A KDM4B KDM5C KDM6A KDM6B KDM7A KHDC3 KIT KLHL13 KLHL15 KLHL2 KLHL8 KLHL9 KMT2B KMT2C KMT2D KSR1 KSR2 LAMA1 LATS1 LCMT1 LDB1 LEF1 LEO1 LIMK1 LIMK2 LIPT1 LMTK2 LTN1 LYN LYPLA1 LYPLAL1 MAEL MAML1 MAP2K1 MAP2K4 MAP3K10 MAP3K11 MAP3K4 MAP3K5 MAP3K6 MAP3K9 MAP4K2 MAP4K4 MAP4K5 MAPK1 MAPK3 MAPK6 MAPK8 MAPK8IP3 MARK2 MARK4 MAST2 MAST3 MAST4 MASTL MBD3 MBIP MCRS1 MDM2 MEAF6 MED1 MED10 MED11 MED12 MED17 MED18 MED20 MED21 MED23 MED24 MED27 MED30 MED31 MED6 MELK MEPCE METAP2 METTL1 METTL3 MGAT1 MGAT4B MGRN1 MIER2 MINK1 MKNK1 MKRN1 MOK MORC3 MORF4L1 MSL1 MSL2 MSL3 MTFMT MTMR3 MTMR4 MTO1 MTOR MTR MUL1 MUSK MYSM1 NAA11 NAA15 NAA16 NAA30 NAA40 NAA50 NAA60 NAE1 NCEH1 NCOA1 NCOA6 NDUFAB1 NDUFAF7 NEDD4 NEDD4L NEDD8 NEK1 NEK10 NEK2 NEK7 NF1 NFE2L2 NFS1 NKTR NLK NMT1 NMT2 NOP10 NOS1 NPC1 NRG1 NSD1 NSMCE2 NSUN2 NSUN3 NSUN4 NUB1 NUS1 OBSCN OGT OOEP OS9 OTUB1 OTUD1 OTUD3 OTUD4 OTUD5 OTUD6B P4HA1 P4HB PABPN1 PADI6 PAF1 PAK1 PAK4 PAK7 PAN3 PARK7 PARP1 PARP2 PARP4 PBK PCGF1 PCGF6 PCMT1 PCNP PDK1 PDK3 PDP1 PDPK1 PDZRN3 PEAK1 PEBP1 PELI1 PER1 PGAP1 PGGT1B PHB PHC1 PHF20 PHF8 PHKG2 PHLPP2 PIAS1 PIAS2 PIAS4 PIBF1 PIGA PIGF PIGK PIGM PIGP PIGQ PIGS PIGU PIGX PIK3C3 PIK3CA PIK3R1 PIM1 PJA1 PJA2 PKMYT1 PKN2 PLK1 PLK4 POFUT2 POLE3 POLE4 POR PPIA PPIB PPID PPIG PPIL2 PPIL4 PPM1A PPM1B PPM1D PPM1H PPME1 PPP1CA PPP1CB PPP1CC PPP1R11 PPP1R12A PPP1R15A PPP2CA PPP2R1A PPP2R2A PPP2R5A PPP2R5D PPP3CA PPP3R1 PPP5C PPP6C PPT1 PPT2 PPWD1 PRKAA1 PRKAA2 PRKAB1 PRKACA PRKAG1 PRKAR1A PRKCI PRKD1 PRKD2 PRKDC PRKG1 PRMT1 PRMT2 PRMT3 PRMT5 PRPF19 PSEN1 PSKH1 PTK2 PTP4A2 PTPN11 PTPN13 PTPN18 PTPN2 PTPN21 PTPN22 PTPN23 PTPRA PTPRE PTPRF PTPRG PTPRJ PTPRO PTPRR PTPRS PTPRT PUS3 PUS7L PXK PXN RAB3B RAB3D RAB6A RAD18 RAF1 RANBP2 RBBP5 RBBP6 RBM14 RBX1 RCHY1 RCOR1 RELN REST RFFL RFWD3 RHBDD1 RICTOR RIMKLA RIMKLB RIOK3 RIPK1 RIPK2 RLIM RNF10 RNF111 RNF115 RNF126 RNF138 RNF139 RNF141 RNF146 RNF165 RNF168 RNF180 RNF181 RNF185 RNF187 RNF19B RNF2 RNF20 RNF213 RNF216 RNF220 RNF25 RNF34 RNF38 RNF4 RNF40 RNF5 ROCK1 ROCK2 RPAP2 RPN1 RPN2 RPS6KA1 RPS6KA3 RPS6KA5 RPS6KA6 RPS6KB1 RPUSD4 RSRC1 RTF1 RUVBL1 RUVBL2 RYBP RYK SAE1 SASH1 SATB1 SCML2 SCYL1 SCYL2 SDHAF2 SENP1 SENP6 SETD1A SETD2 SETD3 SETD6 SETDB1 SETDB2 SETX SFPQ SHC1 SHMT2 SHPRH SIAH1B SIK1 SIN3A SIRT1 SIRT4 SIRT6 SIRT7 SKP1A SKP2 SLK SMAD2 SMAD4 SMARCA4 SMARCAD1 SMG1 SMURF1 SMYD3 SNRPD3 SOCS6 SOCS7 SPOCK3 SPOP SPTBN1 SRPK1 SRPK2 SSH1 SSH3 SSU72 ST3GAL5 ST6GAL1 STAMBP STAT5A STK11 STK24 STK25 STK3 STK31 STK32B STK32C STK35 STK36 STK38 STK38L STRADA STRADB STT3A STT3B STUB1 STYK1 SUDS3 SUMO1 SUMO2 SUMO3 SUPT7L SUV39H2 SUZ12 SYVN1 TADA1 TADA2A TADA3 TAF1 TAF10 TAF12 TAF6L TAF9 TAOK1 TAOK2 TAOK3 TAZ TBK1 TCF3 TDRD1 TDRD12 TDRD5 TDRD9 TDRKH TESK2 TET3 TEX14 TFB1M TFB2M TGFB2 TGFBR3 TIMM50 TIPARP TLK1 TLK2 TMEM258 TNFAIP1 TNFSF11 TNIK TNK2 TNKS TNKS2 TOP1 TOPORS TOR1A TRAF7 TRAIP TRDMT1 TRIB2 TRIM13 TRIM24 TRIM27 TRIM28 TRIM3 TRIM30A TRIM32 TRIM33 TRIM37 TRIM59 TRIM68 TRIM71 TRIO TRIP11 TRIP12 TRMT10C TRMT112 TRMT5 TRMT6 TRPC4AP TRPM7 TRRAP TSG101 TTC3 TTK TTLL11 TTLL13 TTLL4 TTLL5 TTN TUSC3 TYK2 TYW5 UBA1 UBA2 UBA6 UBASH3B UBE2A UBE2B UBE2C UBE2CBP UBE2D2A UBE2D3 UBE2E1 UBE2F UBE2G1 UBE2G2 UBE2H UBE2I UBE2K UBE2L3 UBE2N UBE2O UBE2Q2 UBE2S UBE2T UBE2W UBE2Z UBE3A UBE3C UBE4A UBE4B UBLCP1 UBR2 UBR4 UBR5 UCHL1 UCHL3 UCHL5 UEVLD UFL1 UFM1 UGGT1 UHMK1 UHRF1 UIMC1 ULK1 USP1 USP10 USP11 USP14 USP15 USP16 USP19 USP2 USP20 USP21 USP22 USP24 USP28 USP29 USP3 USP30 USP31 USP33 USP34 USP36 USP37 USP38 USP39 USP4 USP42 USP45 USP46 USP47 USP48 USP5 USP54 USP7 USP8 USP9X UVSSA VCP VCPIP1 VIPAS39 VKORC1 VKORC1L1 VPS33B VRK1 VRK3 WAC WDR48 WDR5 WDR61 WDR82 WEE2 WNK1 WNK2 WTAP WWP1 WWP2 YEATS4 YES1 YWHAE ZDHHC17 ZDHHC18 ZDHHC20 ZDHHC5 ZDHHC6 ZDHHC8 ZFP335 ZFP36 ZFP36L2 ZFP57 ZFP598 ZMYND8 ZRANB1
GO:0043413	macromolecule glycosylation	ALG1 ALG2 ARL6 B3GALNT2 B3GNT2 B3GNT4 C1GALT1C1 COG3 DDOST DERL3 EXT1 EXT2 EXTL3 FUT11 FUT8 GALNT1 GALNT11 GALNT3 GGTA1 GOLGA2 GXYLT1 MGAT1 MGAT4B NPC1 NUS1 OGT PARP1 PARP2 POFUT2 PSEN1 RPN1 RPN2 SIRT4 SIRT6 ST3GAL5 ST6GAL1 STT3A STT3B SYVN1 TET3 TIPARP TMEM258 TNKS TNKS2 TRIP11 TUSC3 UBE2G2 UGGT1 VCP
GO:0043414	macromolecule methylation	ARID4A ARID4B ASH1L ASH2L ASZ1 ATF7IP BAZ2A BMI1 CAMKMT CHD5 CMTR2 COPRS CTCF CTR9 CXXC1 DDX4 DNMT1 DNMT3A DNMT3B DNMT3L DOT1L DPY30 EED EHMT1 ETF1 EZH1 EZH2 FAM98A FAM98B FBL FTSJ3 GNAS GSPT1 HDAC2 HELLS HENMT1 ICMT ILF3 KDM1B KMT2B KMT2C KMT2D LCMT1 MAEL MEPCE METTL3 MTR NCOA6 NDUFAF7 NSD1 NSUN2 NSUN3 NSUN4 OGT PCMT1 PPM1D PRMT1 PRMT2 PRMT3 PRMT5 RAB3B RAB3D RAB6A RBBP5 RTF1 SATB1 SETD1A SETD2 SETD3 SETD6 SETDB1 SETDB2 SMARCA4 SMYD3 SNRPD3 SUV39H2 SUZ12 TDRD1 TDRD12 TDRD5 TDRD9 TDRKH TET3 TFB2M TRDMT1 TRIM28 TRMT10C TRMT112 TRMT5 TRMT6 WDR5 WDR61 WDR82 WTAP ZFP335 ZFP57
GO:0043415	positive regulation of skeletal muscle tissue regeneration	PPARD
GO:0043416	regulation of skeletal muscle tissue regeneration	PPARD
GO:0043422	protein kinase B binding	APPL1 CCDC88A CDC37 NPM1 PDE3B PPP2CA RASA1 SIRT1 SRSF1 SRSF5
GO:0043425	bHLH transcription factor binding	ARNTL BHLHE41 CREBBP EP300 IKZF4 KDM1A MAP3K10 NCAPG2 PSMD9 SIRT1 SMAD3 TCF12 TCF3 UBE2I USF1 USF2
GO:0043426	MRF binding	BHLHE41 CREBBP KDM1A
GO:0043433	negative regulation of sequence-specific DNA binding transcription factor activity	CACTIN CHP1 COMMD1 COMMD6 DNAJA3 EGLN1 EIF2AK4 ESR1 EZH2 FLNA GAS6 HDAC2 HDAC3 HDAC4 IGF1R ITCH KAT6A KDM1A LRRC14 MAD2L2 MAP3K10 MED13 NFKBIA NLRP2 NOD2 PELI1 PEX14 PHB2 PIAS2 PIAS4 PIM1 PKHD1 PRDX2 PRMT2 PSMD10 RLIM RNF2 RPL11 SETD6 SIK1 SIRT1 SIVA1 SPOP SUMO1 TAF3 TAX1BP1 TRIB2 TRIM37 UFL1 USP7 WFS1 WWP2
GO:0043434	response to peptide hormone	AKT1 AKT2 AKT3 ANXA5 ATP2A2 BCAR1 BRAF C2CD5 CAPN10 CDO1 CFL1 CPEB1 CRK CRY1 CSK CTNNB1 CYFIP1 DENND4C EIF2B1 EIF2B2 EIF2B3 EIF2B4 EIF6 FER FOXO1 GRB10 GSK3A HADHA HNRNPK HSF1 IGF1R INPPL1 IRF1 MTOR MYO5A NFKB1 NOS1 OGT PAK1 PARP1 PDE3B PDPK1 PIK3R1 PLCB1 PLD1 PLD2 PPARG PRKCI PRKDC RAB10 RAB8A RELA RPS6KB1 SCAP SHC1 SIRT1 SLC9A1 SORBS1 SRSF5 STAT5A TSC1 TSC2 UCHL3 UMODL1 USF1 WDTC1 YWHAG
GO:0043436	oxoacid metabolic process	AARS AASS ABCD3 ABHD10 ABHD12 ABHD5 ACACB ACAD11 ACADM ACADSB ACAT1 ACLY ACO1 ACO2 ACOT3 ACOT7 ACOX3 ACOXL ACSL1 ACSL3 ACSL4 ADPGK ADSS ADTRP AIG1 AKR1A1 ALDH18A1 ALDH1A2 ALDH6A1 ALDH9A1 ALDOA ALKBH7 AMACR APIP ARG2 ATIC ATP7A AUH BCAT1 BCKDHB BRCA1 CARS CCDC12 CD36 CDO1 CHSY1 CLN3 CPS1 CPT2 CRABP2 CRYL1 CS CSAD CTH CTPS CYB5A CYP39A1 CYP4V3 CYP7B1 DAGLB DARS DEGS1 DHFR DHTKD1 DLAT DLD DLST DSE ECHS1 EGLN1 ELOVL1 ELOVL5 ELOVL7 ENOPH1 EPRS ERO1LB ETFA EXT1 EXT2 EXTL3 FA2H FARS2 FARSA FARSB FASN FH1 FPGS GALE GAPDH GARS GCH1 GCLC GCLM GFPT1 GLCE GLUD1 GMPS GOT1 GOT2 GPI1 GPT2 HACD2 HADHA HADHB HIBADH HIF1A HPSE HS2ST1 HS6ST1 HSD17B4 HTT IARS ICMT IDH1 IDH3A INPP4A IVD KARS LARS LARS2 LDHB LPIN2 LPL LTC4S LYPLA1 MCFD2 MDH1 ME1 MECR MGST3 MIF MLYCD MPC1 MPST MRI1 MTHFD1 MTHFD2 MTR MYO5A NARS NDUFAB1 NIT2 NOS1 NR5A2 ODC1 OGDH OLAH P4HA1 P4HB PADI6 PAPSS1 PARK7 PCBD1 PCMT1 PCYOX1 PDHA1 PDHB PDHX PDPN PDXDC1 PECR PEX13 PEX5 PEX7 PFKL PGAM1 PGD PGK1 PKM PLA2G15 PLAA PNKD PNPLA8 POR PPARD PPARG PRKAA1 PRKAA2 PRKAB1 PRKAG1 PRKAR2B PRODH PTDSS1 PTGES3 PYCR2 PYCRL QARS QK RARS RDH10 RGN SARS SDHA SDHB SDHC SDHD SEPHS2 SERINC1 SERINC3 SHMT2 SIRT4 SLC23A2 SLC25A17 SLC25A32 SPOCK3 ST6GAL1 STAT5A SUCLA2 SUCLG1 SUCLG2 SULF2 SUOX TARS TECR TH TPI1 TXNRD1 TYMS UEVLD UROD WARS
GO:0043455	regulation of secondary metabolic process	CDH3 PGAM1 RAPGEF2 TIGAR
GO:0043456	regulation of pentose-phosphate shunt	PGAM1 TIGAR
GO:0043457	regulation of cellular respiration	ACTN3 BNIP3 CBFA2T3 CISD1 FLCN HIF1A PARK7 PIK3CA PNPT1 PRDM16 PRELID1 PRKACA TRAP1 VCP
GO:0043461	proton-transporting ATP synthase complex assembly	ATPAF2 OXA1L TMEM70
GO:0043462	regulation of ATPase activity	ATP1B3 ATPIF1 CNN3 DHX9 DNAJB1 DNAJB11 DNAJC10 DNAJC9 DNM2 HNRNPU NAPA OXA1L PFN1 PXK RGN SUMO1 TOR1AIP1
GO:0043465	regulation of fermentation	ACTN3 TIGAR TRP53
GO:0043467	regulation of generation of precursor metabolites and energy	ACTN3 AKT1 AKT2 ATP7A BNIP3 CBFA2T3 CISD1 COX7A2L DDIT4 EIF6 ESRRB FBP1 FLCN GADD45GIP1 GFPT1 GRB10 HDAC4 HIF1A HMGB1 MIF MLXIPL MTOR NCOR1 OGT PARK7 PGAM1 PHLDA2 PIK3CA PNPT1 PPP1CA PPP1CB PPP1R3D PRDM16 PRELID1 PRKAA1 PRKAA2 PRKACA RHOA SIRT6 SORBS1 STAT3 TIGAR TRAP1 TRP53 VCP
GO:0043470	regulation of carbohydrate catabolic process	ACTN3 CBFA2T3 DDIT4 EIF6 ESRRB FBP1 HDAC4 HIF1A HMGB1 MIF MLXIPL NCOR1 OGT PGAM1 PPP1CA PPP1CB PPP1R3D PRKAA1 PRKAA2 SIRT6 STAT3 TIGAR TRP53
GO:0043471	regulation of cellular carbohydrate catabolic process	ACTN3 CBFA2T3 DDIT4 EIF6 ESRRB FBP1 HDAC4 HIF1A HMGB1 MIF MLXIPL NCOR1 OGT PGAM1 PPP1CA PPP1CB PPP1R3D PRKAA1 PRKAA2 SIRT6 STAT3 TIGAR TRP53
GO:0043473	pigmentation	ARCN1 ATP6AP2 ATP7A ATRN DOCK7 HPS3 HPS5 HPS6 KIT LYST MYO5A MYSM1 NF1 RAB27A SHROOM2 TRAPPC6A
GO:0043476	pigment accumulation	SHROOM2
GO:0043482	cellular pigment accumulation	SHROOM2
GO:0043484	regulation of RNA splicing	ACIN1 AKT2 BRDT C1QBP CDK12 CLK1 CLK2 CLK3 DAZAP1 DDX17 DDX5 DYRK1A EIF4A3 ERN1 ESRP1 FMR1 HNRNPA2B1 HNRNPF HNRNPH1 HNRNPK HNRNPL HNRNPU HSPA8 JMJD6 KHDRBS1 MAGOH NPM1 NUP98 PIK3R1 POLR2A PRPF19 PTBP1 PTBP2 PTBP3 RBFOX2 RBM15B RBM17 RBM20 RBM22 RBM38 RBM42 RBM8A RNF219 RNPS1 RPS13 RPS26 RRP1B SETX SF3B4 SFSWAP SMN1 SNRNP70 SNW1 SON SREK1 SRSF1 SRSF10 SRSF2 SRSF3 SRSF4 SRSF5 SRSF7 THRAP3 TMBIM6 TRA2B U2AF2 WTAP YTHDC1
GO:0043485	endosome to pigment granule transport	ANKRD27 AP1G1 AP1M1 AP3D1 RAB32 RAB38
GO:0043486	histone exchange	CENPP CHD5 HJURP MIS18A NASP PIWIL1 PSME4 PTMA SPTY2D1 SYCP3 VPS72
GO:0043487	regulation of RNA stability	ANGEL2 APEX1 AXIN2 BRF1 CARHSP1 CIRBP CNOT6L CPEB3 DHX9 DICER1 DXO E2F1 ELAVL1 FASTKD1 FASTKD3 FMR1 GIGYF2 HNRNPA0 HNRNPC HNRNPD HNRNPR HNRNPU KHSRP METTL3 MTOR NLRP5 PABPC4 PCID2 PTBP1 PUM1 PUM2 QK RBM38 RC3H1 TARDBP THRAP3 TRIM71 UPF1 VIM YBX1 YBX2 YTHDF2 YTHDF3 ZFP36 ZFP36L2
GO:0043488	regulation of mRNA stability	ANGEL2 APEX1 AXIN2 BRF1 CARHSP1 CIRBP CNOT6L CPEB3 DHX9 DICER1 E2F1 ELAVL1 FASTKD1 FASTKD3 FMR1 GIGYF2 HNRNPA0 HNRNPC HNRNPD HNRNPR HNRNPU KHSRP METTL3 MTOR PABPC4 PCID2 PTBP1 PUM1 PUM2 QK RBM38 RC3H1 TARDBP THRAP3 TRIM71 UPF1 VIM YBX1 YBX2 YTHDF2 YTHDF3 ZFP36 ZFP36L2
GO:0043489	RNA stabilization	ANGEL2 AXIN2 CIRBP DHX9 DICER1 E2F1 ELAVL1 HNRNPA0 HNRNPC HNRNPD HNRNPU MTOR PTBP1 QK RBM38 TARDBP THRAP3 YBX1 YBX2 ZFP36
GO:0043490	malate-aspartate shuttle	SLC25A13
GO:0043491	protein kinase B signaling	AKT1 AKT2 EP300 GAS6 PAX2 PIK3C2B PIK3CA RPS6KB1 SETX TSC2
GO:0043492	ATPase activity, coupled to movement of substances	ABCB1A ABCB1B ABCB4 ABCB7 ABCB8 ABCB9 ABCC3 ABCD3 ABCG1 ANXA5 ATP1A1 ATP1B3 ATP2A2 ATP2B4 ATP2C1 ATP2C2 ATP5A1 ATP5B ATP5C1 ATP5E ATP5L ATP6AP1 ATP6V0B ATP6V0C ATP6V0D1 ATP6V0E ATP6V1C1 ATP6V1D ATP6V1E1 ATP6V1F ATP6V1G1 ATP7A ATP8A2 CPOX IPO8 PCYOX1 RALBP1 SLC12A2
GO:0043495	protein anchor	CIB1 MYH9 NUP153 PDCD6
GO:0043496	regulation of protein homodimerization activity	CRBN ICA1 PARK7 PCBD1 TRAF4
GO:0043497	regulation of protein heterodimerization activity	CD36 CDC42 DUT HSF1
GO:0043500	muscle adaptation	ACTN3 ATP2A2 CAMTA2 EZH2 GATA4 INPP5F KDM4A PPP3CA
GO:0043501	skeletal muscle adaptation	ACTN3
GO:0043502	regulation of muscle adaptation	ACTN3 ADK AKAP1 AKAP13 ATP2A2 ATP2B4 BECN1 CDK9 CMYA5 CTDP1 ECE1 EP300 ERRFI1 FOXO1 G6PDX GLRX3 GSK3A GTF2IRD1 JARID2 LMNA MTOR MTPN PAK1 PARP1 PPP3CA PTK2 RGS2 SLC25A4 SLC9A1 SMAD3 SMAD4 TWF1
GO:0043504	mitochondrial DNA repair	DNA2 LIG3 PARP1 TRP53
GO:0043506	regulation of JUN kinase activity	AXIN1 DAB2 DNAJA1 DUSP10 DUSP19 DVL2 DVL3 EPHA4 ERCC6 ERN1 GSTP1 MAGI3 MAP2K4 MAP3K10 MAP3K11 MAP3K4 MAP3K5 MAP4K2 MAPK8IP3 MUL1 PAK1 PTPN22 RPS3 SASH1 TAOK3 TIAM1 TNFSF11 TRP73
GO:0043507	positive regulation of JUN kinase activity	AXIN1 DAB2 DUSP19 DVL2 DVL3 EPHA4 ERCC6 ERN1 MAGI3 MAP2K4 MAP3K10 MAP3K11 MAP3K4 MAP3K5 MAP4K2 MAPK8IP3 MUL1 PAK1 RPS3 SASH1 TAOK3 TIAM1 TNFSF11
GO:0043508	negative regulation of JUN kinase activity	DNAJA1 DUSP10 DUSP19 GSTP1 PTPN22 TRP73
GO:0043515	kinetochore binding	CENPE CENPH CLASP1 MAD1L1 SPDL1 TTK
GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	ATR DDX5 DYRK1A EEF1E1 KDM1A MDM2 MIF NPM1 PSMD10 PTTG1IP RPL26 SIRT1 SNAI1 SPRED2 ZFP385A
GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	ATR DDX5 EEF1E1 RPL26 SPRED2 ZFP385A
GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	DYRK1A KDM1A MDM2 MIF PSMD10 PTTG1IP SIRT1 SNAI1
GO:0043519	regulation of myosin II filament organization	ACTR3 DAPK3
GO:0043522	leucine zipper domain binding	ATF4 DAPK3 PMF1
GO:0043523	regulation of neuron apoptotic process	AARS AIFM1 AKT1S1 ALKBH1 AMBRA1 ATF2 ATF4 ATP7A BCL2L1 BIRC5 BRAF CASP2 CDC34 CDC42 CDK5 CLN3 CPEB4 CTNNB1 ESR1 ESR2 FGF8 FIS1 FMR1 FOXO3 FYN G6PDX GATA3 GCLC GCLM GPI1 GPX1 GSK3A HDAC3 HDAC4 HIF1A HIPK2 HSP90AB1 HSPD1 HSPH1 HTT HYOU1 ITSN1 JAK2 KCNMA1 KDM2B KIF14 KRAS LGMN LIG4 LRP1 MAP2K4 MAP3K11 MAPK8 MSH2 MUSK MYBL2 NAE1 NF1 NONO NPM1 NQO1 NRP1 OPTN PARK7 PARP1 PDPK1 PIK3CA POU4F1 PPT1 PRDX2 PRKCI PSEN1 PTPRF RALBP1 RHOA ROCK1 SET SIGMAR1 SIRT1 SOD1 SOD2 SRPK2 STAMBP STXBP1 TERT TGFB2 TGFB3 TOX3 TRP53 TRP73 UBE2V2 WFS1 XRCC2 XRCC4
GO:0043524	negative regulation of neuron apoptotic process	AARS ALKBH1 AMBRA1 ATP7A BCL2L1 BIRC5 BRAF CLN3 CPEB4 FGF8 FMR1 FYN GCLC GCLM GPI1 HIF1A HIPK2 HSP90AB1 HSPD1 HSPH1 HTT HYOU1 ITSN1 JAK2 KDM2B KIF14 KRAS LGMN LIG4 LRP1 MAP2K4 MSH2 NONO NPM1 NRP1 OPTN PARK7 PDPK1 PIK3CA POU4F1 PPT1 PRDX2 PRKCI PSEN1 RHOA ROCK1 SET SIRT1 SOD1 SOD2 STAMBP STXBP1 TERT TGFB3 TOX3 TRP73 UBE2V2 WFS1 XRCC2 XRCC4
GO:0043525	positive regulation of neuron apoptotic process	AIFM1 ATF2 ATF4 CASP2 CDC34 CDC42 CDK5 CTNNB1 FIS1 FOXO3 GSK3A HDAC3 HDAC4 KCNMA1 MAP2K4 MAP3K11 MAPK8 MUSK MYBL2 NF1 NQO1 OPTN PTPRF RALBP1 RHOA SRPK2 TGFB2 TRP53
GO:0043527	tRNA methyltransferase complex	TRMT6
GO:0043531	ADP binding	ABCG1 ATP1A1 ATP5A1 CHORDC1 CYB5R3 ERN1 GCLC GLUD1 HSPA8 LONP1 MYH10 MYH9 MYO18A MYO9B PGK1 PKM PPP5C PRKAG1 RUVBL1 RUVBL2 VCP
GO:0043532	angiostatin binding	ATP5A1 ATP5B ATPIF1
GO:0043534	blood vessel endothelial cell migration	EFNB2 EMP2 EPHB4 GPX1 ITGB1 MYH9 NRP1 ROBO1 SCARB1 SRF
GO:0043535	regulation of blood vessel endothelial cell migration	ABL1 AKT1 ATP5A1 ATP5B CIB1 CSNK2B EFNA1 HIF1A ITGB1BP1 NF1 NFE2L2 NR2E1 NRP1 PDCD10 PDPK1 PPARG PRKD1 PRKD2 RHOA SIRT1 STARD13 STAT5A
